0,1,2,3,4,5,6,7,8,9,10
0.0,0.25629541525826954,0.7638824409584852,0.7817505148298658,0.4244254929935066,0.6622909027361807,0.47528094555992517,0.618760197850309,0.5974174019932865,0.6681306303526935,0.8280231046029004
0.25629541525826954,0.0,0.6189457355941616,0.504658119365561,0.9534361850687598,0.22417463599565302,0.6738129200474501,0.4134629255796622,0.18895288698379542,0.4132595397854197,0.4809716842911696
0.7638824409584852,0.6189457355941616,0.0,0.7767572731258796,0.226805573053939,0.40180426944145975,0.1322335461244546,0.6576545340980442,0.5118781459739794,0.3029594212971476,0.3952544678095446
0.7817505148298658,0.504658119365561,0.7767572731258796,0.0,0.4556725166089441,0.36107206610006,0.5966631602765506,0.6374804896979356,0.558038874879493,0.33672134846469065,0.0939474455725397
0.4244254929935066,0.9534361850687598,0.226805573053939,0.4556725166089441,0.0,0.5997263152648711,0.49992840595271415,0.3324438228106579,0.5541438634876468,0.5256802296220537,0.7057036832234939
0.6622909027361807,0.22417463599565302,0.40180426944145975,0.36107206610006,0.5997263152648711,0.0,0.7885827168580642,0.8359170485369505,0.20122473551822873,0.5406190341430758,0.5052524309514648
0.47528094555992517,0.6738129200474501,0.1322335461244546,0.5966631602765506,0.49992840595271415,0.7885827168580642,0.0,0.3248582316377738,0.44244349289687795,0.7383769221109888,0.18733123055802786
0.618760197850309,0.4134629255796622,0.6576545340980442,0.6374804896979356,0.3324438228106579,0.8359170485369505,0.3248582316377738,0.0,0.38824111210254025,0.09370412118764032,0.7595506273716147
0.5974174019932865,0.18895288698379542,0.5118781459739794,0.558038874879493,0.5541438634876468,0.20122473551822873,0.44244349289687795,0.38824111210254025,0.0,0.38076727928901055,0.36800351803119263
0.6681306303526935,0.4132595397854197,0.3029594212971476,0.33672134846469065,0.5256802296220537,0.5406190341430758,0.7383769221109888,0.09370412118764032,0.38076727928901055,0.0,0.7455652128090391
0.8280231046029004,0.4809716842911696,0.3952544678095446,0.0939474455725397,0.7057036832234939,0.5052524309514648,0.18733123055802786,0.7595506273716147,0.36800351803119263,0.7455652128090391,0.0
