0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.435085124450333,0.3634355116735346,0.5369905514826276,0.3942343282446195,0.6370481088539213,0.7030027912428178,0.2751195613191709,0.76440305182115,0.49883269582010314,0.3945174072562628,0.7330926112485333
0.435085124450333,0.0,0.4725537942583975,0.7671163321391918,0.0834680199868591,0.16706039990187044,0.43327867293283673,0.8128453968332262,0.7473563083720782,0.4101862939993798,0.1881632642119518,0.7379180966663608
0.3634355116735346,0.4725537942583975,0.0,0.5426437509445796,0.39758160425557465,0.3764137355633597,0.33727867344657847,0.6189151504292507,0.7848439669131788,0.5825743465015768,0.8436152192612693,0.7252934586170312
0.5369905514826276,0.7671163321391918,0.5426437509445796,0.0,0.6411413234340909,0.4424403387898872,0.5605350756677039,0.5878117158378658,0.3615487405456277,0.1267010519625456,0.440479214742582,0.5778356075184585
0.3942343282446195,0.0834680199868591,0.39758160425557465,0.6411413234340909,0.0,0.5847887157412974,0.38666257248330094,0.37922667733386434,0.3640092085367425,0.803401412855026,0.7353335074390592,0.4137461812077568
0.6370481088539213,0.16706039990187044,0.3764137355633597,0.4424403387898872,0.5847887157412974,0.0,0.4303440683260546,0.744406093170139,0.3398097709962463,0.5654633166114925,0.37670121909685084,0.6004279694671557
0.7030027912428178,0.43327867293283673,0.33727867344657847,0.5605350756677039,0.38666257248330094,0.4303440683260546,0.0,0.7184149949710625,0.6505055955707812,0.2323518614600965,0.5020710693113377,0.7730444512201246
0.2751195613191709,0.8128453968332262,0.6189151504292507,0.5878117158378658,0.37922667733386434,0.744406093170139,0.7184149949710625,0.0,0.5027802850135827,0.375440068119708,0.7847914787580148,0.7982457251569013
0.76440305182115,0.7473563083720782,0.7848439669131788,0.3615487405456277,0.3640092085367425,0.3398097709962463,0.6505055955707812,0.5027802850135827,0.0,0.03217748495323408,0.28942405017765804,0.7920245836630799
0.49883269582010314,0.4101862939993798,0.5825743465015768,0.1267010519625456,0.803401412855026,0.5654633166114925,0.2323518614600965,0.375440068119708,0.03217748495323408,0.0,0.5427764625526579,0.6877990946703803
0.3945174072562628,0.1881632642119518,0.8436152192612693,0.440479214742582,0.7353335074390592,0.37670121909685084,0.5020710693113377,0.7847914787580148,0.28942405017765804,0.5427764625526579,0.0,0.663800079389961
0.7330926112485333,0.7379180966663608,0.7252934586170312,0.5778356075184585,0.4137461812077568,0.6004279694671557,0.7730444512201246,0.7982457251569013,0.7920245836630799,0.6877990946703803,0.663800079389961,0.0
