0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.0575832761824131,0.03179018199443817,0.031974099576473236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0575832761824131,0.5695855021476746,0.014180547557771206,0.04344762861728668,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03179018199443817,0.014180547557771206,0.5695855021476746,0.035376571118831635,0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031974099576473236,0.04344762861728668,0.035376571118831635,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.13341185450553894,0.07365310192108154,0.07407921552658081,0.5695855021476746,0.12016940861940384,0.0663423016667366,0.06672612577676773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13341185450553894,0.5695855021476746,0.03285421431064606,0.10066167265176773,0.12016940861940384,0.5695855021476746,0.029593108221888542,0.09067001193761826,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07365310192108154,0.03285421431064606,0.5695855021476746,0.0819622352719307,0.0663423016667366,0.029593108221888542,0.5695855021476746,0.07382667809724808,0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0,0.0
0.07407921552658081,0.10066167265176773,0.0819622352719307,0.5695855021476746,0.06672612577676773,0.09067001193761826,0.07382667809724808,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.0,0.0,0.0,0.0,0.0
0.5695855021476746,0.038755420595407486,0.02139582857489586,0.02151961252093315,0.5695855021476746,0.03159857541322708,0.017444726079702377,0.017545649781823158,0.5695855021476746,0.14239637553691864,0.07861321419477463,0.07906802743673325,0.0,0.0,0.0,0.0
0.038755420595407486,0.5695855021476746,0.00954397115856409,0.029241671785712242,0.03159857541322708,0.5695855021476746,0.007781514897942543,0.023841701447963715,0.14239637553691864,0.5695855021476746,0.03506675735116005,0.10744065791368484,0.5695855021476746,0.0,0.0,0.0
0.02139582857489586,0.00954397115856409,0.5695855021476746,0.023809587582945824,0.017444726079702377,0.007781514897942543,0.5695855021476746,0.01941274292767048,0.07861321419477463,0.03506675735116005,0.5695855021476746,0.08748192340135574,0.5695855021476746,0.5695855021476746,0.0,0.0
0.02151961252093315,0.029241671785712242,0.023809587582945824,0.5695855021476746,0.017545649781823158,0.023841701447963715,0.01941274292767048,0.5695855021476746,0.07906802743673325,0.10744065791368484,0.08748192340135574,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.5695855021476746,0.0
