0,1,2,3,4,5,6,7,8,9
0.0,0.7422617839973598,0.06759523221141422,0.24035916178818917,0.6091955310035158,0.6949505996849621,0.4170478749508822,0.47065145880762543,0.5419763752741719,0.4469030335257082
0.7422617839973598,0.0,0.49321736294698637,0.37548026536652457,0.6645888382121232,0.6459424708267786,0.41547055136992306,0.7466386219313776,0.5751280586908902,0.5514673245631249
0.06759523221141422,0.49321736294698637,0.0,0.6204127933164307,0.5363592878025617,0.5024713486595591,0.4807610690376883,0.5448286788242291,0.5632678146730559,0.48038924100502295
0.24035916178818917,0.37548026536652457,0.6204127933164307,0.0,0.40655844373509764,0.5096248518135102,0.7081304015097843,0.9717551149709773,0.758281295290158,0.8561833531923637
0.6091955310035158,0.6645888382121232,0.5363592878025617,0.40655844373509764,0.0,0.14154612530342725,0.5788229866713162,0.7311819600159852,0.5448896162395453,0.49922502972046207
0.6949505996849621,0.6459424708267786,0.5024713486595591,0.5096248518135102,0.14154612530342725,0.0,0.2832936268963102,0.5192056129570831,0.07668270824006329,0.2766287304084157
0.4170478749508822,0.41547055136992306,0.4807610690376883,0.7081304015097843,0.5788229866713162,0.2832936268963102,0.0,0.6839425926789737,0.33168638474319734,0.39315933699588684
0.47065145880762543,0.7466386219313776,0.5448286788242291,0.9717551149709773,0.7311819600159852,0.5192056129570831,0.6839425926789737,0.0,0.3255045653568158,0.4260052373274288
0.5419763752741719,0.5751280586908902,0.5632678146730559,0.758281295290158,0.5448896162395453,0.07668270824006329,0.33168638474319734,0.3255045653568158,0.0,0.9263029507275571
0.4469030335257082,0.5514673245631249,0.48038924100502295,0.8561833531923637,0.49922502972046207,0.2766287304084157,0.39315933699588684,0.4260052373274288,0.9263029507275571,0.0
