0,1,2,3,4,5,6,7,8,9
0.0,0.29541330831110774,0.6844285463729066,0.1988227908746449,0.8075472926880665,0.2057267117488315,0.5002154838196105,0.18882590443283254,0.6834836465938029,0.6370205404758681
0.29541330831110774,0.0,0.6164922460559509,0.16210678581988341,0.5282347086380996,0.295378163406883,0.2562513646212401,0.2340981074642599,0.7743530634168299,0.34893433011513997
0.6844285463729066,0.6164922460559509,0.0,0.7305208755290076,0.6290957320761209,0.4799849399663869,0.4505674618897325,0.5011652882689774,0.37902437812429984,0.610090474732625
0.1988227908746449,0.16210678581988341,0.7305208755290076,0.0,0.6856864380254792,0.3116814294221257,0.4166524226437045,0.2583037753999516,0.8200387895971775,0.5028908751650862
0.8075472926880665,0.5282347086380996,0.6290957320761209,0.6856864380254792,0.0,0.707788626659123,0.319517395763953,0.6668373391121822,0.9748862583588905,0.18543412142840426
0.2057267117488315,0.295378163406883,0.4799849399663869,0.3116814294221257,0.707788626659123,0.0,0.3884133254645132,0.06147161324938751,0.5084210991809086,0.5638142255891294
0.5002154838196105,0.2562513646212401,0.4505674618897325,0.4166524226437045,0.319517395763953,0.3884133254645132,0.0,0.3479308692420597,0.7218344733957993,0.19200309319733314
0.18882590443283254,0.2340981074642599,0.5011652882689774,0.2583037753999516,0.6668373391121822,0.06147161324938751,0.3479308692420597,0.0,0.5633130354837763,0.5151642645902288
0.6834836465938029,0.7743530634168299,0.37902437812429984,0.8200387895971775,0.9748862583588905,0.5084210991809086,0.7218344733957993,0.5633130354837763,0.0,0.9097809474543522
0.6370205404758681,0.34893433011513997,0.610090474732625,0.5028908751650862,0.18543412142840426,0.5638142255891294,0.19200309319733314,0.5151642645902288,0.9097809474543522,0.0
